obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""4.2767""","=""0.0004""","=""4.2766""","=""0.0004""","=""a*""","=""9.e+10""",D+,"=""0.000000""","=""2338290""","=""2s2.2p""","=""2P*""","=""1/2""","=""1s.2s2.2p2""","=""2S""","=""1/2""",,"=""T9848LS""","=""L20274""",
"=""4.2767""","=""0.0004""","=""4.2767""","=""0.0004""","=""a*""","=""1.7e+11""",D+,"=""63.395090""","=""2338290""","=""2s2.2p""","=""2P*""","=""3/2""","=""1s.2s2.2p2""","=""2S""","=""1/2""",,"=""T9848LS""","=""L20274""",
"=""4.2836""","=""0.0004""","=""4.2836""","=""0.0004""","=""a*""","=""6.e+10""",E,"=""43024.9""","=""2377500""","=""2s.2p2""","=""4P""","=""3/2""","=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""5/2""",,"=""T9848LS""","=""L20274""",
"=""4.2836""","=""0.0004""","=""4.2836""","=""0.0004""","=""a*""","=""8.e+10""",E,"=""43002.8""","=""2377500""","=""2s.2p2""","=""4P""","=""1/2""","=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""3/2""",,"=""T9848LS""","=""L20274""",
"=""4.2836""","=""0.0004""","=""4.2836""","=""0.0004""","=""a*""","=""2.5e+10""",E,"=""43024.9""","=""2377500""","=""2s.2p2""","=""4P""","=""3/2""","=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""3/2""",,"=""T9848LS""","=""L20274""",
"=""4.2836""","=""0.0004""","=""4.2836""","=""0.0004""","=""a*""","=""3.1e+10""",E,"=""43002.8""","=""2377500""","=""2s.2p2""","=""4P""","=""1/2""","=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""1/2""",,"=""T9848LS""","=""L20274""",
"=""4.2836""","=""0.0004""","=""4.2836""","=""0.0004""","=""a*""","=""1.5e+11""",E,"=""43024.9""","=""2377500""","=""2s.2p2""","=""4P""","=""3/2""","=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""1/2""",,"=""T9848LS""","=""L20274""",
"=""4.2836""","=""0.0004""","=""4.2837""","=""0.0004""","=""a*""","=""1.3e+11""",E,"=""43053.2""","=""2377500""","=""2s.2p2""","=""4P""","=""5/2""","=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""5/2""",,"=""T9848LS""","=""L20274""",
"=""4.2836""","=""0.0004""","=""4.2837""","=""0.0004""","=""a*""","=""8.e+10""",E,"=""43053.2""","=""2377500""","=""2s.2p2""","=""4P""","=""5/2""","=""1s.2s.(3S). 2p3.(2P*)""","=""4P*""","=""3/2""",,"=""T9848LS""","=""L20274""",
"=""4.2988""","=""0.0005""","=""4.2987""","=""0.0004""","=""a*""","=""1.4e+11""",D+,"=""0.000000""","=""2326280""","=""2s2.2p""","=""2P*""","=""1/2""","=""1s.2s2.2p2""","=""2P""","=""3/2""",,"=""T9848LS""","=""L20274""",
"=""4.2988""","=""0.0005""","=""4.2988""","=""0.0004""","=""a*""","=""6.8e+11""",D+,"=""63.395090""","=""2326280""","=""2s2.2p""","=""2P*""","=""3/2""","=""1s.2s2.2p2""","=""2P""","=""3/2""",,"=""T9848LS""","=""L20274""",
"=""4.2988""","=""0.0005""","=""4.2989""","=""0.0004""","=""a*""","=""5.5e+11""",D+,"=""0.000000""","=""2326190""","=""2s2.2p""","=""2P*""","=""1/2""","=""1s.2s2.2p2""","=""2P""","=""1/2""",,"=""T9848LS""","=""L20274""",
"=""4.2988""","=""0.0005""","=""4.2990""","=""0.0004""","=""a*""","=""2.7e+11""",D+,"=""63.395090""","=""2326190""","=""2s2.2p""","=""2P*""","=""3/2""","=""1s.2s2.2p2""","=""2P""","=""1/2""",,"=""T9848LS""","=""L20274""",
"=""4.3060""","=""0.0004""","=""4.3060""","=""0.0004""","=""a*""","=""2.5e+11""",D+,"=""0.000000""","=""2322360""","=""2s2.2p""","=""2P*""","=""1/2""","=""1s.2s2.2p2""","=""2D""","=""3/2""",,"=""T9848LS""","=""L20274""",
"=""4.3060""","=""0.0004""","=""4.3061""","=""0.0004""","=""a*""","=""3.0e+11""",D+,"=""63.395090""","=""2322360""","=""2s2.2p""","=""2P*""","=""3/2""","=""1s.2s2.2p2""","=""2D""","=""5/2""",,"=""T9848LS""","=""L20274""",
"=""4.3060""","=""0.0004""","=""4.3061""","=""0.0004""","=""a*""","=""4.9e+10""",D+,"=""63.395090""","=""2322360""","=""2s2.2p""","=""2P*""","=""3/2""","=""1s.2s2.2p2""","=""2D""","=""3/2""",,"=""T9848LS""","=""L20274""",
"=""4.3150""","=""0.0004""","=""4.3149""","=""0.0004""","=""a*""","=""1.1e+11""",E,"=""43002.8""","=""2360540""","=""2s.2p2""","=""4P""","=""1/2""","=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""3/2""",,"=""T9848LS""","=""L20274""",
"=""4.3150""","=""0.0004""","=""4.3149""","=""0.0004""","=""a*""","=""2.1e+11""",E,"=""43002.8""","=""2360540""","=""2s.2p2""","=""4P""","=""1/2""","=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""1/2""",,"=""T9848LS""","=""L20274""",
"=""4.3150""","=""0.0004""","=""4.3150""","=""0.0004""","=""a*""","=""2.5e+11""",E,"=""43053.2""","=""2360540""","=""2s.2p2""","=""4P""","=""5/2""","=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""7/2""",,"=""T9848LS""","=""L20274""",
"=""4.3150""","=""0.0004""","=""4.3150""","=""0.0004""","=""a*""","=""1.8e+11""",E,"=""43024.9""","=""2360540""","=""2s.2p2""","=""4P""","=""3/2""","=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""5/2""",,"=""T9848LS""","=""L20274""",
"=""4.3150""","=""0.0004""","=""4.3150""","=""0.0004""","=""a*""","=""8.e+10""",E,"=""43053.2""","=""2360540""","=""2s.2p2""","=""4P""","=""5/2""","=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""5/2""",,"=""T9848LS""","=""L20274""",
"=""4.3150""","=""0.0004""","=""4.3150""","=""0.0004""","=""a*""","=""1.4e+11""",E,"=""43024.9""","=""2360540""","=""2s.2p2""","=""4P""","=""3/2""","=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""3/2""",,"=""T9848LS""","=""L20274""",
"=""4.3150""","=""0.0004""","=""4.3150""","=""0.0004""","=""a*""","=""1.3e+10""",E,"=""43053.2""","=""2360540""","=""2s.2p2""","=""4P""","=""5/2""","=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""3/2""",,"=""T9848LS""","=""L20274""",
"=""4.3150""","=""0.0004""","=""4.3150""","=""0.0004""","=""a*""","=""4.2e+10""",E,"=""43024.9""","=""2360540""","=""2s.2p2""","=""4P""","=""3/2""","=""1s.2s.(3S). 2p3.(2D*)""","=""4D*""","=""1/2""",,"=""T9848LS""","=""L20274""",
"=""4.3169""","=""0.0004""","=""4.3168""","=""0.0004""","=""a*""","=""2.3e+11""",E,"=""43002.8""","=""2359520""","=""2s.2p2""","=""4P""","=""1/2""","=""1s.2s.(3S). 2p3.(4S*)""","=""4S*""","=""3/2""",,"=""T9848LS""","=""L20274""",
"=""4.3169""","=""0.0004""","=""4.3169""","=""0.0004""","=""a*""","=""7.e+11""",E,"=""43053.2""","=""2359520""","=""2s.2p2""","=""4P""","=""5/2""","=""1s.2s.(3S). 2p3.(4S*)""","=""4S*""","=""3/2""",,"=""T9848LS""","=""L20274""",
"=""4.3169""","=""0.0004""","=""4.3169""","=""0.0004""","=""a*""","=""5.e+11""",E,"=""43024.9""","=""2359520""","=""2s.2p2""","=""4P""","=""3/2""","=""1s.2s.(3S). 2p3.(4S*)""","=""4S*""","=""3/2""",,"=""T9848LS""","=""L20274""",
"=""25.96""","=""0.05""","=""25.96""","=""0.05""","=""a*""","=""""",,"=""63.395090""","=""385250""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.3p2.(1D)""","=""2D""","=""5/2""",,"=""""","=""L21570""",
"=""25.96""","=""0.05""","=""25.96""","=""0.05""","=""a*""","=""""",,"=""63.395090""","=""385250""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.3p2.(1D)""","=""2D""","=""3/2""",,"=""""","=""L21570""",
"=""25.96""","=""0.05""","=""25.96""","=""0.05""","=""a*""","=""""",,"=""0.000000""","=""385250""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.3p2.(1D)""","=""2D""","=""3/2""",,"=""""","=""L21570""",
"=""26.74""","=""0.06""","=""26.74""","=""0.08""","=""a*""","=""""",,"=""0.000000""","=""373960""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.3s.(1S).3d""","=""2D""","=""3/2""",,"=""""","=""L21570""",
"=""26.74""","=""0.06""","=""26.74""","=""0.08""","=""a*""","=""""",,"=""0.000000""","=""373950""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.3p2.(3P)""","=""2P""","=""1/2""",,"=""""","=""L21570""",
"=""26.74""","=""0.06""","=""26.74""","=""0.08""","=""a*""","=""""",,"=""0.000000""","=""373960""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.3p2.(3P)""","=""2P""","=""3/2""",,"=""""","=""L21570""",
